address,within_academy,#_of_academy_within,within_education_centres,#_of_education_centres_within,within_highschool,#_of_highschool_within,within_elementary school,#_of_elementary school_within,within_college,#_of_college_within,within_learning centre,#_of_learning centre_within,within_university,#_of_university_within,within_subway_station,#_of_subway_station_within,within_cemetery,#_of_cemetery_within,within_green_space,#_of_green_space_within
33-dorsey-drive,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
26-protea-gardens,0,0,1,2,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,11
488-deloraine-avenue,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
9-woodenhill-court,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,5
10-blakemanor-boulevard,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
20-saunders-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,4
45-seventeenth-street,0,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3
120-homedale-drive,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,2
1-boler-street,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
32-westhead-road,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
56-berkindale-drive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
94-munro-boulevard,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,6
4-mill-cove,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
114-pritchard-avenue,0,0,1,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,8
52-ava-road,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
80-seventh-street,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,11
137-roebuck-drive,1,1,1,1,0,0,1,2,0,0,0,0,0,0,1,1,1,2,1,4
498-riverside-drive,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,8
8-san-gabriele-place,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,3
7-wingstem-court,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
67-macleod-street,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
20-estoril-terrace,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,8
82-armstrong-avenue,0,0,1,2,0,0,1,5,0,0,0,0,0,0,1,2,0,0,1,12
23-george-anderson-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
9-spring-forest-square,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0
35-redmount-road,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
93-heale-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,5
577-oakwood-avenue,0,0,1,4,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,5
196-north-carson-street,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
230-kingsdale-avenue,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
7-bamboo-grove,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
12-starcross-court,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
296-rimilton-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
46-stanley-terrace,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,14
168-hendon-avenue,1,2,1,2,1,4,1,2,0,0,0,0,0,0,0,0,0,0,1,7
581-evans-avenue,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
47-birch-avenue,1,1,1,3,0,0,1,3,1,1,0,0,0,0,1,3,1,1,1,14
64-holcolm-road,1,3,1,1,1,3,1,2,1,1,0,0,0,0,1,1,1,1,1,16
3-clancy-drive,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,7
20-james-street,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
382-elm-road,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
67-acton-avenue,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
33-andes-road,1,2,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,4
76-wild-briarway,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
33-glengowan-road,1,1,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,8
633-huron-street,1,3,1,4,0,0,1,1,1,4,0,0,0,0,1,4,0,0,1,26
100-heale-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,5
474-maple-leaf-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
91-macdonald-avenue,1,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
35-mantis-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,15
78-walmer-road,1,2,1,4,0,0,1,2,1,5,0,0,0,0,1,5,0,0,1,22
28-randolph-road,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
2-sixth-street,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
449-brownfield-gardens,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
62-marchmount-road,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,9
25-khedive-avenue,1,1,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
22-givins-street,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,13
24-hearne-avenue,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
53-jeavons-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
42-glenayr-road,0,0,0,0,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,9
133-winnett-avenue,0,0,1,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10
48-golfdown-drive,1,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
292-woodsworth-road,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,8
62-shallmar-boulevard,0,0,1,4,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,11
4-ferguson-street,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,5
198-mcrae-drive,0,0,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,4
103-burrows-hall-boulevard,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,1,1,1,3
141-katherine-road,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,1,1,4
247a-lippincott-street,1,1,1,7,0,0,1,5,1,4,0,0,0,0,1,2,0,0,1,15
113-eileen-avenue,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10
64-montcalm-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4
226-boon-avenue,0,0,1,2,0,0,1,3,1,2,0,0,0,0,0,0,1,1,1,6
184-earlsdale-avenue,0,0,1,4,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,4
23-briarbluff-avenue,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
53-green-spring-drive,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1
40-bennington-heights-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,10
1453-danforth-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
333-connaught-avenue,0,0,1,2,1,1,1,3,0,0,1,1,0,0,0,0,1,2,1,4
124-habitant-drive,1,2,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
46-lansdowne-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,16
601-soudan-avenue,0,0,1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,8
120-berkeley-street,0,0,1,5,0,0,1,6,1,1,0,0,0,0,0,0,0,0,1,18
10-liverpool-street,0,0,1,5,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,9
44-elphick-lane,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,15
33-moccasin-trail,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
151-fern-avenue,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
83-sandrift-square,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,2
13-bluffwood-drive,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,5
29-blaketon-road,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
221-fairlawn-avenue,1,1,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,3
180-hillside-avenue,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8
164-maria-street,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10
128-collier-street,1,2,1,3,0,0,1,2,1,1,0,0,0,0,1,5,0,0,1,23
39-edilou-drive,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
161-leacrest-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
53-claymore-drive,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
2-chatsmere-place,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,4
330-keewatin-avenue,0,0,1,2,1,2,1,4,0,0,0,0,0,0,0,0,0,0,1,7
10-garthwood-drive,1,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,3
286-poyntz-avenue,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8
63-cliffcrest-drive,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,1,1,1,7
11-verwood-avenue,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
99-burlington-street,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,20
293-armadale-avenue,1,1,1,3,0,0,1,3,0,0,0,0,0,0,1,2,0,0,1,11
19-montana-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
9-north-woodrow-boulevard,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
66-tamarack-circle,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,5
209b-randolph-road,0,0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
325-hidden-trail,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
39-boniface-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52-david-dunlap-circle,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
3-madoc-drive,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,7
38-clavenuer-avenue,1,1,1,3,0,0,1,4,1,1,0,0,0,0,1,3,1,1,1,15
692-briar-hill-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10
14-hobart-drive,0,0,1,2,1,2,1,3,1,1,0,0,0,0,0,0,1,1,1,7
11-lockmere-terrace,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,8
15-briarly-lane,0,0,1,3,0,0,1,1,1,1,0,0,0,0,1,1,1,2,1,7
145-mcintosh-street,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,7
71-botfield-avenue,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
258-birmingham-street,0,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3
28-west-wareside-road,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
12-haverson-boulevard,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,6
24-greenlaw-avenue,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0,0,1,1,1,12
123-alicewood-court,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,10
139-glendale-avenue,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,3
1201-royal-york-road,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,10
59-winter-avenue,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,4
16-holswade-road,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
151-horsham-avenue,1,2,1,1,1,2,1,3,0,0,0,0,0,0,0,0,1,3,1,12
7-maretta-avenue,1,1,1,3,1,1,1,4,0,0,0,0,0,0,1,1,1,1,1,6
6-henbury-place,1,2,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
114-armstrong-avenue,0,0,1,2,0,0,1,5,0,0,0,0,0,0,1,2,0,0,1,13
216-cameron-avenue,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,9
299-gilmour-avenue,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,10
352b-harbord-street,1,1,1,4,0,0,1,6,0,0,0,0,0,0,1,2,0,0,1,11
353-blackthorn-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,7
198-bessborough-drive,0,0,1,4,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,5
7-nottingham-drive,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,7
122-latimer-avenue,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,1,4,1,4
80-west-deane-park-drive,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
56-ponymill-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
1087-weston-road,0,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,6
77-wedgewood-drive,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6
61-trowell-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,7
16-florist-lane,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,5
16-crocker-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,1,1,1,11
55-bowie-avenue,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,1,2,1,6
187-hanna-road,0,0,1,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
29-brewton-road,1,1,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5
584-oakwood-avenue,1,1,1,2,0,0,1,3,1,1,0,0,0,0,1,3,1,1,1,13
74-carisbrooke-square,1,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1
55-kenwood-avenue,0,0,1,2,0,0,1,2,1,1,0,0,0,0,1,1,0,0,1,10
718a-willard-avenue,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,5
33-routliffe-lane,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
68-brampton-road,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,5
26-pondtail-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
366-burnhamthorpe-road,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
56-cannon-road,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,9
58-elfreda-boulevard,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,8
806-brimorton-drive,1,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5
213-wallace-avenue,0,0,0,0,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,8
167-august-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,11
52-decarie-circle,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3
21-clarendon-avenue,1,1,1,4,0,0,1,2,1,1,0,0,0,0,0,0,1,1,1,17
169-august-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,11
216-calvington-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
168-beta-street,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
58-bledlow-manor-drive,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,1,1,1,6
1215-dovercourt-road,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,12
53-timberlane-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
55-montcalm-avenue,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3
6-barnwood-court,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3
71-charcoal-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
116-tarragona-boulevard,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,13
147-argyle-street,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,12
1-bondhead-place,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
47-croham-road,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4
202-drewry-avenue,1,1,1,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,1,5
103-grenbeck-drive,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
183-goulding-avenue,0,0,1,3,1,2,1,3,0,0,0,0,0,0,0,0,1,2,1,3
137-woodfern-drive,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,4
30-barber-greene-road,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
139-woodfern-drive,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,4
12-flook-lane,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,8
21-homedale-drive,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
310-senlac-road,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,4
30-ixworth-road,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
33-tamora-court,1,1,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,5
29-mansion-avenue,1,1,1,1,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,10
1234-huntingwood-drive,0,0,1,1,1,2,1,5,0,0,0,0,0,0,0,0,0,0,1,4
19-rowallan-drive,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,4
8-osprey-court,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,10
44-sandyhook-square,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
38-nahanni-terrace,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,6
28-orton-park-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2
625-rushton-road,0,0,1,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,10
136-fenside-drive,1,1,1,5,0,0,1,4,1,2,0,0,0,0,0,0,0,0,1,4
114-hounslow-avenue,1,4,1,1,1,3,1,3,1,1,0,0,0,0,1,1,1,2,1,21
35-north-woodrow-boulevard,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5
10-ivy-bush-avenue,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,1,7
77-braeside-road,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
536-arlington-avenue,0,0,1,6,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,7
3526-ellesmere-road,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,4
1115-glencairn-avenue,1,1,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,6
63-jolly-way,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
14-ladbrooke-road,0,0,1,3,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,4
510-christreetie-street,0,0,1,2,0,0,1,5,1,2,0,0,0,0,0,0,0,0,1,3
137-bedford-park-avenue,1,1,1,2,0,0,1,5,1,2,0,0,0,0,1,1,0,0,1,8
38-highbridge-place,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2
19-hardwick-court,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2
48-laurel-avenue,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,4
6-innisdale-drive,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,3
112-fallingbrook-road,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,6
112-fieldwood-drive,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,4
76-clanton-park-road,0,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,5
38-nootka-cres,1,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2
25-rubydale-gardens,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,4
92-mercury-road,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
33-nipigon-avenue,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
98-church-avenue,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,13
46-dorward-drive,0,0,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,7
50-ionview-road,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,6
690-merton-street,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,7
50-guiness-avenue,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
17-connaught-circle,0,0,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,8
418-ridelle-avenue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,9
43-carnival-court,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
53-red-hawk-road,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,12
47-seacliff-boulevard,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,6
261-ellington-drive,1,1,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3
151-campbell-avenue,0,0,1,1,1,1,1,4,0,0,0,0,0,0,1,2,0,0,1,11
866-weston-road,0,0,1,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,9
16-stanley-avenue,0,0,1,5,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,18
41-carmichael-avenue,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,3
270-euclid-avenue,0,0,1,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,7
8-clapperton-avenue,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,9
594-concord-avenue,0,0,1,1,0,0,1,8,0,0,0,0,0,0,1,1,0,0,1,14
2-atrium-lane,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4
35-kerbar-road,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2
39-caronia-square,1,2,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3
55-elmhurst-drive,1,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5
91-hanna-road,0,0,1,4,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,5
92-burnett-avenue,1,3,1,3,1,2,0,0,1,3,0,0,0,0,1,2,1,1,1,14
31-montye-avenue,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4
21-humewood-gardens,0,0,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,9
45-jerome-street,1,1,1,4,1,1,1,5,1,1,0,0,0,0,1,2,0,0,1,10
33-norval-street,0,0,1,4,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,11
82-sealstone-terrace,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1
16-brickworks-lane,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,9
122-baycrest-avenue,1,1,1,2,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,9
1-marshfield-court,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,9
22-winona-drive,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,11
39-brawley-avenue,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
26-bridley-drive,0,0,1,2,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,2
27-beaumonde-heights-drive,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
16-elgin-avenue,1,3,1,5,0,0,1,3,0,0,0,0,0,0,1,5,0,0,1,22
922-mccowan-road,1,1,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
8-allcroft-drive,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5
33-russell-road,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3
181-horsham-avenue,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,2,1,10
53-thirty-sixth-street,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
39-grantbrook-street,0,0,1,2,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,4
14-edgeware-drive,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
34-janellan-terrace,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,6
134-crawford-street,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,16
76-duggan-avenue,1,2,1,2,0,0,1,1,1,1,0,0,0,0,1,2,0,0,1,8
11-fusilier-drive,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,4
72-gormley-avenue,1,2,1,3,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,8
106-ballacaine-drive,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,8
29-vanguard-drive,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
15-pylon-place,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4
75-jedburgh-road,0,0,1,2,0,0,1,5,1,1,0,0,0,0,1,1,0,0,1,9
479-warden-avenue,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8
14-sesame-street,1,2,1,4,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5
159-brycemoor-road,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3
1550c-kingston-road,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,9
222-prescott-avenue,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,8
64-somerset-avenue,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,10
