_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
45,Education,Colleges and Universities,Toronto,University of Toronto - Centre for Engineering Innovation & Entrepreneurship,Complete,Aug-18,Construction of new building,"Almost 80,000 sq. ft. of new space for teaching, creative design, student space and a 500-seat auditorium, to be used for learning, collaboration and events",Toronto,Central,47 - 55 St. George St,M5S 2E5,,99920000,,Yes,,Yes,,43.659829,-79.396361
46,Education,Colleges and Universities,Toronto,University of Toronto - Lab Innovation for Toronto (LIFT) Project,Complete,Apr-18,Renewal of 546 research labs on all three U of T campuses ,"580,000 sq. ft. of new space to be redesigned for improved collaboration and research, as well as energy efficiency",Toronto,Central,27 King's College Circle,M5S 1A1,,189800000,,Yes,Yes,Yes,,43.664964,-79.39833
47,Education,Colleges and Universities,Toronto,York University - Bergeron Centre for Engineering Excellence,Complete,Apr-16,Construction of new building,"5-storey building adds 169,500 sq. ft., including learning areas, research labs, classrooms and offices for civil, mechanical and electrical engineering programs",Toronto,Central,"4700 Keele Street, 11 Arboretum Ln",M3J 1P3,,50000000,,Yes,,Yes,,43.772352,-79.506476
48,Education,Colleges and Universities,Toronto,York University - Major science building renewal,Complete,Nov-18,Renovating five major science research buildings,"Enhancing research productivity, innovation and experiential learning",Toronto,Central,4700 Keele St,M3J 1P3,,48000000,,Yes,Yes,Yes,,43.77284,-79.494995
49,Education,Colleges and Universities,Toronto,York University - Schulich School of Business expansion,Complete,Feb-19,Construction of new building,"Expand global programs and provide facilities, infrastructure and services to support more student and faculty cutting-edge research",Toronto,Central,4700 Keele St,M3J 1P3,,46682103,,,Yes,Yes,,43.774103,-79.498907
50,Education,Colleges and Universities,Toronto,Université de l’Ontario français,Complete,Oct-21,"The Université de l’Ontario français Act, 2017 (UOF Act), which came into force on April 9, 2018, established the first Francophone university in Ontario to be governed by and for Francophones. ","UOF signed a lease with Daniels DQ Corporation for 50,000 square feet of space in downtown Toronto. The 10-year lease commenced when UOF welcomed its inaugural class in September, 2021. Captital funding went towards fit-up of the space.",Toronto,Central,9 Lower Jarvis St.,M5E0C3,,126000000,,Yes,Yes,,https://www.uontario.ca/,43.64425,-79.36858
51,Education,Colleges and Universities,Waterloo,University of Waterloo - Engineering 7 Building,Complete,Apr-18,"Construction of new building for biomedical engineering program, robotic-vehicle testing, and more","7-storey, 242,000-sq.ft.-space to house 40 labs supporting research and innovation focused on additive manufacturing, autonomous vehicles and robotics, biomedical engineering and the Internet of Things",Waterloo,Southwest,263 Philips St,N2L 3G1,,0,,,Yes,Yes,,43.473756,-80.53876
52,Education,Colleges and Universities,Waterloo,Wilfrid Laurier University - Centre for Global Innovation Exchange and Peters Building Renovation,Complete,Dec-16,Construction of new building,"215,000 sq. ft.-facility has 7 lecture halls, 2-level/1,100-seat auditorium, computer and math labs, meeting rooms, administrative offices, atrium and café",Waterloo,Southwest,64 University Ave W,N2L 3C5,,72600000,,Yes,,Yes,,43.475259,-80.529485
53,Education,Colleges and Universities,Waterloo,Wilfrid Laurier University - Lazaridis Hall Development and Peters Building refurbishment,Complete,Sep-18,Renovation and expansion of existing buildings,"Adding new research and teaching labs, classrooms and offices; upgrading heating, ventilation, air conditioning and building automation systems ",Waterloo,Southwest,75 University Ave W,N2L 3C5,,0,,,Yes,Yes,,43.473661,-80.528912
54,Education,Colleges and Universities,Welland,"Niagara College - Specialized Training, Applied Research and Entrepreneurship Acceleration in the Agri-Food Sector for Economic Development in the Niagara Region",Complete,Aug-18,Construction of new building,"Supporting teaching, research and entrepreneurship in food and wine sciences",Niagara,Central,300 Woodlawn Road,L3C 7L3,,34600000,,Yes,Yes,Yes,,43.014517,-79.262702
55,Education,Colleges and Universities,Windsor,University of Windsor - Campus Redevelopment,Complete,Jun-18,Renovating and expanding space,Supporting growth in music and visual art programs and greater presence for continuing education in downtown Windsor,Essex,Southwest,401 Sunset Ave,N9B 3P4,,83560000,,Yes,,Yes,,42.305534,-83.06774
56,Education,Colleges and Universities,Windsor,University of Windsor - Science Research And Innovation Facility,Complete,Aug-18,New construction and renovation of Essex Hall,"Addition of 46,000 sq. ft. of energy-efficient lab and collaboration space",Essex,Southwest,401 Sunset Ave,N9B 3P4,,30300000,,Yes,Yes,Yes,,42.307721,-83.068478
57,Education,Education,Ajax,Michaëlle-Jean Public Elementary School,Complete,Sep-15,New school built,Accommodates about 550 kindergarten to Gr. 8 students,Durham,Central,180 Williamson Dr E,L1Z 0J3,,0,,Yes,,,,43.895718,-79.023383
58,Education,Education,Ajax,Romeo Dallaire  Public Elementary School,Complete,Sep-09,New school built,Accommodates about 580 kindergarten to Gr. 8 students,Durham,Central,300 Williamson Dr E,L1Z 0H6,,0,,Yes,,,,43.898658,-79.014181
59,Education,Education,Ajax,Mulberry Meadows Public Elementary School,Complete,Sep-18,Construction of new school,"New facility to accommodate 663 students in a growing community, including the construction of 73 child care spaces",Durham,Central,39 FORMOSA AVE,L1Z 0M6,,15049173,,Yes,,,,43.882255,-79.00578
60,Education,Education,Ajax,St. James Catholic Elementary School,Complete,Sep-17,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Durham,Central,10 CLOVER RIDGE DR W,L1S 3E5,,3304201,,Yes,,Yes,,43.82663,-79.01446
61,Education,Education,Ajax,Michaëlle-Jean Public Elementary School,Complete,Sep-15,New school built,New facility to accommodate 553 students in a growing community,Durham,Central,180 WILLIAMSON DR E,L1Z 0G7,,11145000,,Yes,,Yes,,43.896264,-79.024772
62,Education,Education,Ajax,Meadows North Public Elementary School,Complete,Sep-21,Construction of new school,"New facility to accommodate 558 students in a growing community, including the construction of 1 EarlyON room",Durham,Central,270 WILLIAMSON DR W,L1T 0H7,,12698464,,Yes,,Yes,,43.88201079,-79.05121439
63,Education,Education,Ajax,école élémentaire publique Whitby-Ajax,Planning,Sep-24,Construction of new school,"New facility to accommodate 317 students in a growing community, including the construction of 49 child care spaces",Durham,Central,TURNERBURY AVE / AINLEY ST,,,9873961,,Yes,,,,43.87800084,-79.00473134
64,Education,Education,Alfred and Plantagenet,École élémentaire catholique Saint-Joseph,Complete,Sep-17,Renovation of existing school,"Renovation to improve school condition, including 10 child care spaces",Prescott and Russell,East,3250 RUE PRINCIPALE,K0A 3K0,,1200000,,Yes,,,,45.57206,-75.13025
65,Education,Education,Amherstburg,Amherstburg Public Secondary School,Under construction,2022,Construction of new school,New facility to accommodate 819 students as a result of a consolidation,Essex,Southwest,315 SIMCOE ST,N9V 1N1,,25985519,,Yes,,,,42.1066158,-83.1109837
66,Education,Education,Amherstburg,Stella Maris Catholic Elementary School,Complete,Sep-17,Expansion of existing school,New classroom addition of 95 pupil places to accommodate students as a result of a consolidation,Essex,Southwest,140 GIRARD ST,N9V 2X3,,1755427,,Yes,,,,42.11563,-83.10671
67,Education,Education,Arnprior,École élémentaire catholique Arnprior,Under construction,Sep-23,Construction of new school,"New facility to accommodate 248 underserved French-language students, including the construction of 49 child care spaces",Renfrew,East,225 BASKIN DR W,K7S 0E3,,12887349,,Yes,,Yes,,45.42943,-76.37479
68,Education,Education,Atikokan,Atikokan Public Elementary and Secondary School,Under construction,2022,Expansion of existing school,"New classroom addition of 354 pupil places to accommodate students as a result of consolidation, including 49 child care spaces and 1 EarlyON room",Rainy River,Northwest,324 MERCURY AVE,P0T 1C0,,30949076,,Yes,,Yes,,48.76249,-91.61241
69,Education,Education,Aurora,Aurora 2C Public Elementary School,Planning,Sep-24,Construction of new school,"New facility to accommodate 638 students in a growing community, including the construction of 39 child care spaces",York,Central,HARTWELL WAY/ WILLIAM GRAHAM DR,,,14761623,,Yes,,,,44.022071,-79.429739
70,Education,Education,Barrie,Barrie North Public Secondary School,Complete,Sep-17,Expansion of existing school,New classroom addition of 231 pupil places to accommodate students as a result of a consolidation,Simcoe,Central,110 GROVE ST E,L4M 2P3,,9841154,,Yes,,Yes,,44.400225,-79.688756
71,Education,Education,Barrie,Barrie South Public Secondary School,Complete,Sep-21,Construction of new school,New facility to accommodate 1005 students in a growing community,Simcoe,Central,225 PRINCE WILLIAM WAY,L4N 0Y9,,41573314,,Yes,,Yes,,44.34749,-79.60971
72,Education,Education,Belleville,Harmony Public Elementary School,Complete,Sep-16,New school built,New facility to accommodate 591 students as a result of a consolidation,Hastings,East,626 HARMONY RD,K0K 1V0,,13860259,,Yes,,,,44.2404,-77.3846
73,Education,Education,Belleville,Easthill Public Elementary School,Under construction,Sep-23,Construction of new school,"New facility to accommodate 472 students as a result of a consolidation, including the construction of 49 child care spaces ",Hastings,East,135 MACDONALD AVE,K8N 3Y4,,15579580,,Yes,,Yes,,44.16537738,-77.36440996
74,Education,Education,Belleville,Eastside Public Secondary School,Planning,Sep-24,Expansion of existing school,New classroom addition of 189 pupil places to accommodate students as a result of consolidation,Hastings,East,275 FARLEY AVE,K8N 4M2,,7890201,,Yes,,,,44.17543,-77.35201
75,Education,Education,Belleville,St. Joseph Catholic Elementary School,Under construction,Sep-23,Expansion of existing school,"New classroom addition of 334 pupil places for a growing school, including 49 child care spaces and 2 EarlyON rooms",Hastings,East,405 BRIDGE ST E,K8N 1P7,,15622508,,Yes,,Yes,,44.16896,-77.35838
76,Education,Education,Blind River,Blind River Public Elementary and Secondary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 381 students as a result of a consolidation, including the construction of 64 child care spaces and of 2 EarlyON rooms",Algoma,Northeast,180 YOUNGFOX RD,P0R 1B0,,17194265,,Yes,,,,46.18326,-82.97448
77,Education,Education,Blind River,école élémentaire publique Blind River,Planning,Sep-24,Construction of new school,New facility to accommodate 72 underserved French-language students,Algoma,Northeast,180 YOUNGFOX RD,P0R 1B0,,2060336,,Yes,,,,46.18326,-82.97448
78,Education,Education,Bonfield,École élémentaire catholique Lorrain,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Nipissing,Northeast,245 YONGE ST RR 1,P0H 1E0,,2201427,,Yes,,Yes,,46.236081,-79.146101
79,Education,Education,Bradford-West Gwillimbury,St. Angela Merici Catholic Elementary School,Complete,Sep-15,Expansion of existing school,New classrooms increase school population to more than 340 kindergarten to Gr. 8 students,Simcoe,Central,109 West Park Ave,L3Z 0A7,,0,,Yes,,,,44.101171,-79.587655
80,Education,Education,Bradford-West Gwillimbury,St. Charles Catholic Elementary School,Under construction,2022,Construction of new school,"New facility to accommodate 470 students in a growing community, including the construction of 49 child care spaces",Simcoe,Central,691 SIMCOE RD,L3Z 4B4,,18244650,,Yes,,Yes,,44.093307,-79.567127
81,Education,Education,Bradford-West Gwillimbury,Chris Hadfield Public Elementary School,Complete,Sep-15,New school built,New facility to accommodate 507 students in a growing community,Simcoe,Central,211 WEST PARK AVE,L3Z 0B9,,10100880,,Yes,,,,44.10523,-79.58556
82,Education,Education,Bradford-West Gwillimbury,St. Angela Merici Catholic Elementary School,Complete,Sep-15,New school built,New facility to accommodate 470 students in a growing community,Simcoe,Central,109 WEST PARK AVE,L3Z 0A7,,10957211,,Yes,,Yes,,44.10112,-79.58667
83,Education,Education,Bradford-West Gwillimbury,St. Marie of the Incarnation Catholic Elementary School,Complete,Sep-15,Expansion of existing school,New classroom addition of 242 pupil places for a growing school,Simcoe,Central,105 COLBORNE ST,L3Z 1C4,,8005162,,Yes,,Yes,,44.1193,-79.5609
84,Education,Education,Bradford-West Gwillimbury,Bradford North Public Elementary School,Under construction,2022,Construction of new school,"New facility to accommodate 501 students in a growing community, including the construction of 39 child care spaces ",Simcoe,Central,400 CROSSLAND BLVD,L3Z 0G8,,13761814,,Yes,,Yes,,44.12404872,-79.59092433
85,Education,Education,Bradford-West Gwillimbury,Bradford South Public Elementary School,Under construction,2022,Construction of new school,New facility to accommodate 593 students in a growing community,Simcoe,Central,742 SIMCOE RD,L3Z 2A6,,15949054,,Yes,,Yes,,44.0910978,-79.56699279
86,Education,Education,Bradford-West Gwillimbury,Queensville Public Elementary School,Planning,Sep-26,Construction of new school,"New facility to accommodate 638 students in a growing community, including the construction of 39 child care spaces",Simcoe,Central,TBD,L9N 0R8,,17994416,,Yes,,,,,
87,Education,Education,Bradford-West Gwillimbury,Bradford Catholic Elementary School,Planning,Sep-26,Construction of new school,"New facility to accommodate 516 students in a growing community, including the construction of 49 child care spaces",Simcoe,Central,TBD,L3Z 0G4,,16311549,,Yes,,,,,
88,Education,Education,Brampton,Aylesbury Public Elementary School,Complete,Sep-15,New school built,Accommodates about 850 kindergarten to Gr. 8 students,Peel,Central,25 Aylesbury Dr,L7A 0V3,,0,,Yes,,,,43.678413,-79.832563
89,Education,Education,Brampton,Cardinal Leger Catholic Secondary School,Complete,Sep-15,Soil remediation work,"Accommodates about 1,240 Gr. 9 to 12 students",Peel,Central,75 Mary St,L6W 3K5,,0,,Yes,,,,43.684064,-79.751189
90,Education,Education,Brampton,David Suzuki Public Secondary School,Complete,Sep-11,New school built,"Accommodates about 1,500 Gr. 9 to 12 students",Peel,Central,45 Daviselm Dr,L6X 0Z3,,0,,Yes,,,,43.669333,-79.786541
91,Education,Education,Brampton,St. Anthony Catholic Elementary School,Complete,Sep-10,New school built,Accommodates about 435 kindergarten to Gr. 8 students,Peel,Central,950 North Park Dr,L6S 3L5,,0,,Yes,,,,43.735999,-79.742115
92,Education,Education,Brampton,Whaley's Corner Public Elementary School,Complete,Sep-17,Construction of new school,"New facility to accommodate 650 students in a growing community, including the construction of 39 child care spaces",Peel,Central,140 HOWARD STEWART RD,L6Y 6B1,,14128399,,Yes,,Yes,,43.63183,-79.78654
93,Education,Education,Brampton,Dolson Public Elementary School,Complete,Sep-18,Construction of new school,"New facility to accommodate 852 students in a growing community, including the construction of 39 child care spaces",Peel,Central,95 REMEMBRANCE RD,L7A 4W3,,17970246,,Yes,,Yes,,43.69475,-79.85145
94,Education,Education,Brampton,St. Daniel Comboni Catholic Elementary School,Complete,Sep-17,Construction of new school,"New facility to accommodate 553 students in a growing community, including the construction of 39 child care spaces",Peel,Central,120 VETERANS DR,L7A 0B5,,12000172,,Yes,,,,43.679306,-79.839094
95,Education,Education,Brampton,Credit Valley 5 Catholic Elementary School,Complete,Sep-18,Construction of new school,"New facility to accommodate 504 students in a growing community, including the construction of 39 child care spaces",Peel,Central,40 FALLOWFIELD RD,L6X 0W1,,12624183,,Yes,,Yes,,43.657234,-79.797648
96,Education,Education,Brampton,École élémentaire catholique Saint-Jean-Bosco,Complete,Sep-16,New school built,New facility to accommodate 277 students in a growing community,Peel,Central,55 ABBOTSIDE WAY,L7C 4C3,,12325167,,Yes,,Yes,,43.7515,-79.81919
97,Education,Education,Brampton,Aylesbury Public Elementary School,Complete,Sep-15,New school built,New facility to accommodate 850 students in a growing community,Peel,Central,25 AYLESBURY DR,L7A 0V3,,14847049,,Yes,,Yes,,43.67808,-79.83205
98,Education,Education,Brampton,Castle Oaks Public Elementary School,Complete,Sep-15,New school built,New facility to accommodate 850 students in a growing community,Peel,Central,155 CASTLE OAKS CROSS,L6P 3V4,,15331641,,Yes,,Yes,,43.79457,-79.67124
